Timestamp,PC,Query
2025-08-18 05:05:46,PC-103,data-upload.example.org
2025-08-18 05:05:48,PC-103,badhost.example.net
2025-08-18 05:05:52,PC-103,c2server.example.com
2025-08-18 05:05:54,PC-101,c2server.example.com
2025-08-18 05:05:57,PC-103,data-upload.example.org
2025-08-18 05:06:00,PC-103,c2server.example.com
2025-08-18 05:06:03,PC-101,data-upload.example.org
2025-08-18 05:06:06,PC-101,badhost.example.net
2025-08-18 05:06:09,PC-102,badhost.example.net
2025-08-18 05:06:13,PC-102,data-upload.example.org
2025-08-18 05:06:15,PC-103,data-upload.example.org
2025-08-18 05:06:19,PC-102,badhost.example.net
2025-08-18 05:06:21,PC-101,data-upload.example.org
2025-08-18 05:06:24,PC-101,data-upload.example.org
2025-08-18 05:06:27,PC-103,data-upload.example.org
2025-08-18 05:06:30,PC-102,badhost.example.net
2025-08-18 05:06:34,PC-101,badhost.example.net
2025-08-18 05:06:36,PC-102,data-upload.example.org
2025-08-18 05:06:39,PC-103,data-upload.example.org
2025-08-18 05:06:43,PC-103,badhost.example.net
2025-08-18 05:06:46,PC-102,data-upload.example.org
2025-08-18 05:06:49,PC-101,data-upload.example.org
2025-08-18 05:06:52,PC-101,c2server.example.com
2025-08-18 05:06:54,PC-102,badhost.example.net
2025-08-18 05:06:57,PC-102,badhost.example.net
2025-08-18 05:07:00,PC-101,c2server.example.com
2025-08-18 05:07:03,PC-101,badhost.example.net
2025-08-18 05:07:06,PC-101,data-upload.example.org
2025-08-18 05:07:09,PC-102,badhost.example.net
2025-08-18 05:07:13,PC-101,data-upload.example.org
2025-08-18 05:07:15,PC-102,badhost.example.net
2025-08-18 05:07:19,PC-102,badhost.example.net
2025-08-18 05:07:22,PC-103,data-upload.example.org
2025-08-18 05:07:24,PC-102,data-upload.example.org
2025-08-18 05:07:27,PC-103,c2server.example.com
2025-08-18 05:07:31,PC-101,c2server.example.com
2025-08-18 05:07:33,PC-102,c2server.example.com
2025-08-18 05:07:37,PC-102,badhost.example.net
2025-08-18 05:07:40,PC-102,data-upload.example.org
2025-08-18 05:07:42,PC-102,c2server.example.com
2025-08-18 05:07:45,PC-103,data-upload.example.org
2025-08-18 05:07:49,PC-102,data-upload.example.org
2025-08-18 05:07:52,PC-101,c2server.example.com
2025-08-18 05:07:55,PC-101,badhost.example.net
2025-08-18 05:07:57,PC-101,c2server.example.com
2025-08-18 05:08:00,PC-102,data-upload.example.org
2025-08-18 05:08:03,PC-101,c2server.example.com
2025-08-18 05:08:06,PC-103,data-upload.example.org
2025-08-18 05:08:10,PC-102,badhost.example.net
2025-08-18 05:08:13,PC-102,c2server.example.com
2025-08-18 05:08:16,PC-102,badhost.example.net
2025-08-18 05:08:18,PC-101,badhost.example.net
2025-08-18 05:08:22,PC-103,data-upload.example.org
2025-08-18 05:08:24,PC-103,c2server.example.com
2025-08-18 05:08:28,PC-102,c2server.example.com
2025-08-18 05:08:31,PC-102,c2server.example.com
2025-08-18 05:08:33,PC-102,c2server.example.com
2025-08-18 05:08:36,PC-103,c2server.example.com
2025-08-18 05:08:40,PC-102,badhost.example.net
2025-08-18 05:08:43,PC-101,badhost.example.net
2025-08-18 05:08:46,PC-101,data-upload.example.org
2025-08-18 05:08:49,PC-102,c2server.example.com
2025-08-18 05:08:52,PC-103,badhost.example.net
2025-08-18 05:08:54,PC-101,data-upload.example.org
2025-08-18 05:08:57,PC-101,data-upload.example.org
2025-08-18 05:09:00,PC-101,badhost.example.net
2025-08-18 05:09:04,PC-103,data-upload.example.org
2025-08-18 05:09:07,PC-101,c2server.example.com
2025-08-18 05:09:10,PC-103,c2server.example.com
2025-08-18 05:09:12,PC-103,c2server.example.com
2025-08-18 05:09:16,PC-103,badhost.example.net
2025-08-18 05:09:18,PC-102,c2server.example.com
2025-08-18 05:09:21,PC-101,badhost.example.net
2025-08-18 05:09:25,PC-101,data-upload.example.org
2025-08-18 05:09:28,PC-101,badhost.example.net
2025-08-18 05:09:31,PC-102,data-upload.example.org
2025-08-18 05:09:34,PC-102,c2server.example.com
2025-08-18 05:09:36,PC-101,data-upload.example.org
2025-08-18 05:09:40,PC-102,c2server.example.com
2025-08-18 05:09:43,PC-102,c2server.example.com
2025-08-18 05:09:45,PC-102,c2server.example.com
2025-08-18 05:09:49,PC-101,data-upload.example.org
2025-08-18 05:09:52,PC-101,data-upload.example.org
2025-08-18 05:09:54,PC-101,data-upload.example.org
2025-08-18 05:09:58,PC-102,c2server.example.com
2025-08-18 05:10:00,PC-101,data-upload.example.org
2025-08-18 05:10:04,PC-102,c2server.example.com
2025-08-18 05:10:06,PC-102,c2server.example.com
2025-08-18 05:10:09,PC-102,data-upload.example.org
2025-08-18 05:10:12,PC-103,data-upload.example.org
2025-08-18 05:10:16,PC-103,data-upload.example.org
2025-08-18 05:10:19,PC-102,badhost.example.net
2025-08-18 05:10:21,PC-102,c2server.example.com
2025-08-18 05:10:25,PC-103,c2server.example.com
2025-08-18 05:10:27,PC-101,badhost.example.net
2025-08-18 05:10:30,PC-101,data-upload.example.org
2025-08-18 05:10:34,PC-103,c2server.example.com
2025-08-18 05:10:37,PC-101,badhost.example.net
2025-08-18 05:10:40,PC-101,c2server.example.com
2025-08-18 05:10:42,PC-101,c2server.example.com
2025-08-18 05:10:46,PC-102,data-upload.example.org
2025-08-18 05:10:49,PC-103,data-upload.example.org
2025-08-18 05:10:52,PC-101,c2server.example.com
2025-08-18 05:10:55,PC-101,c2server.example.com
2025-08-18 05:10:58,PC-103,c2server.example.com
2025-08-18 05:11:01,PC-101,data-upload.example.org
2025-08-18 05:11:04,PC-101,data-upload.example.org
2025-08-18 05:11:06,PC-102,badhost.example.net
2025-08-18 05:11:10,PC-103,badhost.example.net
2025-08-18 05:11:12,PC-101,c2server.example.com
2025-08-18 05:11:16,PC-102,data-upload.example.org
2025-08-18 05:11:19,PC-101,badhost.example.net
2025-08-18 05:11:22,PC-103,data-upload.example.org
2025-08-18 05:11:24,PC-103,badhost.example.net
2025-08-18 05:11:27,PC-102,badhost.example.net
2025-08-18 05:11:30,PC-101,data-upload.example.org
2025-08-18 05:11:34,PC-102,c2server.example.com
2025-08-18 05:11:36,PC-101,badhost.example.net
2025-08-18 05:11:40,PC-101,badhost.example.net
2025-08-18 05:11:42,PC-101,c2server.example.com
2025-08-18 05:11:46,PC-103,c2server.example.com
2025-08-18 05:11:48,PC-102,badhost.example.net
2025-08-18 05:11:51,PC-102,data-upload.example.org
2025-08-18 05:11:54,PC-101,badhost.example.net
2025-08-18 05:11:57,PC-102,data-upload.example.org
2025-08-18 05:12:01,PC-102,c2server.example.com
2025-08-18 05:12:03,PC-101,badhost.example.net
2025-08-18 05:12:06,PC-103,data-upload.example.org
2025-08-18 05:12:09,PC-102,data-upload.example.org
2025-08-18 05:12:12,PC-101,badhost.example.net
2025-08-18 05:12:15,PC-102,c2server.example.com
2025-08-18 05:12:19,PC-102,c2server.example.com
2025-08-18 05:12:21,PC-102,badhost.example.net
2025-08-18 05:12:24,PC-102,data-upload.example.org
2025-08-18 05:12:27,PC-103,c2server.example.com
2025-08-18 05:12:30,PC-103,data-upload.example.org
2025-08-18 05:12:34,PC-101,c2server.example.com
2025-08-18 05:12:36,PC-101,data-upload.example.org
2025-08-18 05:12:40,PC-103,data-upload.example.org
2025-08-18 05:12:42,PC-103,data-upload.example.org
2025-08-18 05:12:46,PC-102,badhost.example.net
2025-08-18 05:12:49,PC-103,badhost.example.net
2025-08-18 05:12:51,PC-102,data-upload.example.org
2025-08-18 05:12:55,PC-103,data-upload.example.org
2025-08-18 05:12:57,PC-103,c2server.example.com
2025-08-18 05:13:00,PC-101,data-upload.example.org
2025-08-18 05:13:04,PC-101,data-upload.example.org
2025-08-18 05:13:06,PC-102,c2server.example.com
2025-08-18 05:13:09,PC-102,data-upload.example.org
2025-08-18 05:13:12,PC-102,c2server.example.com
2025-08-18 05:13:16,PC-101,c2server.example.com
2025-08-18 05:13:19,PC-101,badhost.example.net
2025-08-18 05:13:22,PC-102,c2server.example.com
2025-08-18 05:13:24,PC-102,badhost.example.net
2025-08-18 05:13:28,PC-103,c2server.example.com
2025-08-18 05:13:30,PC-101,c2server.example.com
2025-08-18 05:13:34,PC-101,c2server.example.com
2025-08-18 05:13:36,PC-103,c2server.example.com
2025-08-18 05:13:40,PC-101,badhost.example.net
2025-08-18 05:13:42,PC-102,c2server.example.com
2025-08-18 05:13:46,PC-102,c2server.example.com
2025-08-18 05:13:48,PC-102,c2server.example.com
2025-08-18 05:13:52,PC-102,c2server.example.com
2025-08-18 05:13:54,PC-103,c2server.example.com
2025-08-18 05:13:57,PC-103,data-upload.example.org
2025-08-18 05:14:01,PC-103,c2server.example.com
2025-08-18 05:14:04,PC-102,badhost.example.net
2025-08-18 05:14:06,PC-102,data-upload.example.org
2025-08-18 05:14:10,PC-103,badhost.example.net
2025-08-18 05:14:12,PC-101,data-upload.example.org
2025-08-18 05:14:16,PC-103,badhost.example.net
2025-08-18 05:14:18,PC-102,data-upload.example.org
2025-08-18 05:14:22,PC-101,data-upload.example.org
2025-08-18 05:14:24,PC-102,data-upload.example.org
2025-08-18 05:14:28,PC-103,data-upload.example.org
2025-08-18 05:14:31,PC-101,badhost.example.net
2025-08-18 05:14:34,PC-101,c2server.example.com
2025-08-18 05:14:37,PC-103,badhost.example.net
2025-08-18 05:14:39,PC-103,badhost.example.net
2025-08-18 05:14:42,PC-102,badhost.example.net
2025-08-18 05:14:46,PC-103,data-upload.example.org
2025-08-18 05:14:49,PC-101,data-upload.example.org
2025-08-18 05:14:52,PC-102,data-upload.example.org
2025-08-18 05:14:55,PC-103,c2server.example.com
2025-08-18 05:14:58,PC-103,c2server.example.com
2025-08-18 05:15:00,PC-101,badhost.example.net
2025-08-18 05:15:03,PC-101,badhost.example.net
2025-08-18 05:15:06,PC-103,c2server.example.com
2025-08-18 05:15:10,PC-102,badhost.example.net
2025-08-18 05:15:13,PC-102,badhost.example.net
2025-08-18 05:15:15,PC-101,badhost.example.net
2025-08-18 05:15:19,PC-101,c2server.example.com
2025-08-18 05:15:21,PC-102,badhost.example.net
2025-08-18 05:15:24,PC-101,c2server.example.com
2025-08-18 05:15:27,PC-101,c2server.example.com
2025-08-18 05:15:30,PC-102,data-upload.example.org
2025-08-18 05:15:34,PC-103,c2server.example.com
2025-08-18 05:15:37,PC-101,badhost.example.net
2025-08-18 05:15:40,PC-102,badhost.example.net
2025-08-18 05:15:42,PC-101,c2server.example.com
2025-08-18 05:15:45,PC-102,badhost.example.net
2025-08-18 05:15:49,PC-103,badhost.example.net
2025-08-18 05:15:52,PC-103,badhost.example.net
2025-08-18 05:15:54,PC-101,data-upload.example.org
2025-08-18 05:15:57,PC-103,data-upload.example.org
2025-08-18 05:16:01,PC-101,data-upload.example.org
2025-08-18 05:16:04,PC-101,badhost.example.net
2025-08-18 05:16:07,PC-103,c2server.example.com
2025-08-18 05:16:09,PC-103,data-upload.example.org
2025-08-18 05:16:12,PC-102,c2server.example.com
2025-08-18 05:16:16,PC-103,c2server.example.com
2025-08-18 05:16:19,PC-101,data-upload.example.org
2025-08-18 05:16:21,PC-103,data-upload.example.org
2025-08-18 05:16:25,PC-102,c2server.example.com
2025-08-18 05:16:27,PC-101,c2server.example.com
2025-08-18 05:16:31,PC-103,data-upload.example.org
2025-08-18 05:16:34,PC-101,c2server.example.com
2025-08-18 05:16:37,PC-102,c2server.example.com
2025-08-18 05:16:40,PC-102,data-upload.example.org
2025-08-18 05:16:42,PC-102,data-upload.example.org
2025-08-18 05:16:46,PC-102,data-upload.example.org
2025-08-18 05:16:49,PC-103,data-upload.example.org
2025-08-18 05:16:52,PC-102,badhost.example.net
2025-08-18 05:16:54,PC-102,c2server.example.com
2025-08-18 05:16:58,PC-101,data-upload.example.org
2025-08-18 05:17:01,PC-102,c2server.example.com
2025-08-18 05:17:04,PC-101,c2server.example.com
2025-08-18 05:17:06,PC-103,data-upload.example.org
2025-08-18 05:17:10,PC-102,badhost.example.net
2025-08-18 05:17:12,PC-102,c2server.example.com
2025-08-18 05:17:15,PC-103,badhost.example.net
2025-08-18 05:17:18,PC-102,data-upload.example.org
2025-08-18 05:17:21,PC-103,badhost.example.net
2025-08-18 05:17:24,PC-103,data-upload.example.org
2025-08-18 05:17:28,PC-102,data-upload.example.org
2025-08-18 05:17:30,PC-103,c2server.example.com
2025-08-18 05:17:34,PC-103,badhost.example.net
2025-08-18 05:17:37,PC-101,c2server.example.com
2025-08-18 05:17:40,PC-101,badhost.example.net
2025-08-18 05:17:42,PC-103,badhost.example.net
2025-08-18 05:17:45,PC-102,c2server.example.com
2025-08-18 05:17:49,PC-102,c2server.example.com
2025-08-18 05:17:52,PC-102,badhost.example.net
2025-08-18 05:17:54,PC-103,badhost.example.net
2025-08-18 05:17:57,PC-101,badhost.example.net
2025-08-18 05:18:00,PC-102,data-upload.example.org
2025-08-18 05:18:04,PC-102,c2server.example.com
2025-08-18 05:18:06,PC-101,badhost.example.net
2025-08-18 05:18:09,PC-103,data-upload.example.org
2025-08-18 05:18:13,PC-101,c2server.example.com
2025-08-18 05:18:15,PC-101,data-upload.example.org
2025-08-18 05:18:19,PC-103,data-upload.example.org
2025-08-18 05:18:21,PC-102,badhost.example.net
2025-08-18 05:18:25,PC-101,c2server.example.com
2025-08-18 05:18:28,PC-102,data-upload.example.org
2025-08-18 05:18:31,PC-102,badhost.example.net
2025-08-18 05:18:33,PC-102,c2server.example.com
2025-08-18 05:18:37,PC-102,c2server.example.com
2025-08-18 05:18:39,PC-103,c2server.example.com
2025-08-18 05:18:42,PC-101,badhost.example.net
2025-08-18 05:18:46,PC-102,c2server.example.com
2025-08-18 05:18:49,PC-103,data-upload.example.org
2025-08-18 05:18:51,PC-102,badhost.example.net
2025-08-18 05:18:54,PC-101,data-upload.example.org
2025-08-18 05:18:57,PC-103,data-upload.example.org
2025-08-18 05:19:00,PC-101,data-upload.example.org
2025-08-18 05:19:03,PC-102,c2server.example.com
2025-08-18 05:19:07,PC-101,c2server.example.com
2025-08-18 05:19:09,PC-102,data-upload.example.org
2025-08-18 05:19:13,PC-103,badhost.example.net
2025-08-18 05:19:15,PC-101,data-upload.example.org
2025-08-18 05:19:18,PC-103,data-upload.example.org
2025-08-18 05:19:22,PC-101,data-upload.example.org
2025-08-18 05:19:25,PC-103,data-upload.example.org
2025-08-18 05:19:27,PC-101,badhost.example.net
2025-08-18 05:19:30,PC-101,c2server.example.com
2025-08-18 05:19:33,PC-103,data-upload.example.org
2025-08-18 05:19:36,PC-102,badhost.example.net
2025-08-18 05:19:39,PC-103,badhost.example.net
2025-08-18 05:19:43,PC-102,badhost.example.net
2025-08-18 05:19:45,PC-102,badhost.example.net
2025-08-18 05:19:49,PC-102,c2server.example.com
2025-08-18 05:19:51,PC-103,data-upload.example.org
2025-08-18 05:19:55,PC-101,badhost.example.net
2025-08-18 05:19:57,PC-102,badhost.example.net
2025-08-18 05:20:01,PC-103,badhost.example.net
2025-08-18 05:20:03,PC-103,c2server.example.com
2025-08-18 05:20:06,PC-101,badhost.example.net
2025-08-18 05:20:10,PC-101,badhost.example.net
2025-08-18 05:20:12,PC-101,c2server.example.com
2025-08-18 05:20:16,PC-102,badhost.example.net
2025-08-18 05:20:18,PC-103,data-upload.example.org
2025-08-18 05:20:22,PC-103,badhost.example.net
2025-08-18 05:20:24,PC-101,c2server.example.com
2025-08-18 05:20:28,PC-102,data-upload.example.org
2025-08-18 05:20:30,PC-101,c2server.example.com
2025-08-18 05:20:33,PC-101,data-upload.example.org
2025-08-18 05:20:37,PC-102,badhost.example.net
2025-08-18 05:20:39,PC-103,c2server.example.com
2025-08-18 05:20:42,PC-101,badhost.example.net
2025-08-18 05:20:46,PC-102,data-upload.example.org
2025-08-18 05:20:48,PC-102,c2server.example.com
2025-08-18 05:20:51,PC-101,data-upload.example.org
2025-08-18 05:20:55,PC-102,data-upload.example.org
2025-08-18 05:20:58,PC-102,badhost.example.net
2025-08-18 05:21:00,PC-101,c2server.example.com
2025-08-18 05:21:03,PC-101,c2server.example.com
2025-08-18 05:21:07,PC-101,data-upload.example.org
2025-08-18 05:21:10,PC-101,c2server.example.com
2025-08-18 05:21:13,PC-103,data-upload.example.org
2025-08-18 05:21:15,PC-103,c2server.example.com
2025-08-18 05:21:18,PC-101,badhost.example.net
2025-08-18 05:21:21,PC-103,c2server.example.com
2025-08-18 05:21:24,PC-103,badhost.example.net
2025-08-18 05:21:28,PC-101,badhost.example.net
2025-08-18 05:21:31,PC-101,data-upload.example.org
2025-08-18 05:21:33,PC-101,data-upload.example.org
2025-08-18 05:21:36,PC-102,data-upload.example.org
2025-08-18 05:21:39,PC-103,c2server.example.com
2025-08-18 05:21:42,PC-102,c2server.example.com
2025-08-18 05:21:46,PC-101,c2server.example.com
2025-08-18 05:21:48,PC-101,c2server.example.com
2025-08-18 05:21:51,PC-101,badhost.example.net
2025-08-18 05:21:54,PC-103,badhost.example.net
2025-08-18 05:21:58,PC-102,c2server.example.com
2025-08-18 05:22:01,PC-101,badhost.example.net
2025-08-18 05:22:03,PC-101,data-upload.example.org
2025-08-18 05:22:07,PC-102,badhost.example.net
2025-08-18 05:22:09,PC-103,badhost.example.net
2025-08-18 05:22:13,PC-102,data-upload.example.org
2025-08-18 05:22:16,PC-103,badhost.example.net
2025-08-18 05:22:19,PC-103,data-upload.example.org
2025-08-18 05:22:21,PC-102,data-upload.example.org
2025-08-18 05:22:25,PC-101,badhost.example.net
2025-08-18 05:22:27,PC-101,data-upload.example.org
2025-08-18 05:22:30,PC-103,c2server.example.com
2025-08-18 05:22:33,PC-103,badhost.example.net
2025-08-18 05:22:36,PC-102,badhost.example.net
2025-08-18 05:22:40,PC-101,data-upload.example.org
2025-08-18 05:22:43,PC-102,badhost.example.net
2025-08-18 05:22:45,PC-101,c2server.example.com
2025-08-18 05:22:49,PC-101,data-upload.example.org
2025-08-18 05:22:51,PC-101,badhost.example.net
2025-08-18 05:22:55,PC-101,badhost.example.net
2025-08-18 05:22:57,PC-103,data-upload.example.org
2025-08-18 05:23:00,PC-101,badhost.example.net
2025-08-18 05:23:04,PC-102,badhost.example.net
2025-08-18 05:23:06,PC-101,c2server.example.com
2025-08-18 05:23:09,PC-102,data-upload.example.org
2025-08-18 05:23:12,PC-103,data-upload.example.org
2025-08-18 05:23:15,PC-103,badhost.example.net
2025-08-18 05:23:18,PC-101,data-upload.example.org
2025-08-18 05:23:21,PC-102,c2server.example.com
2025-08-18 05:23:25,PC-103,badhost.example.net
2025-08-18 05:23:28,PC-102,data-upload.example.org
2025-08-18 05:23:30,PC-103,c2server.example.com
2025-08-18 05:23:34,PC-103,c2server.example.com
2025-08-18 05:23:37,PC-102,c2server.example.com
2025-08-18 05:23:40,PC-101,c2server.example.com
2025-08-18 05:23:42,PC-101,badhost.example.net
2025-08-18 05:23:46,PC-102,badhost.example.net
2025-08-18 05:23:49,PC-102,c2server.example.com
2025-08-18 05:23:52,PC-102,data-upload.example.org
2025-08-18 05:23:55,PC-103,c2server.example.com
2025-08-18 05:23:58,PC-101,c2server.example.com
2025-08-18 05:24:01,PC-102,c2server.example.com
2025-08-18 05:24:04,PC-102,c2server.example.com
2025-08-18 05:24:07,PC-101,data-upload.example.org
2025-08-18 05:24:09,PC-102,data-upload.example.org
2025-08-18 05:24:13,PC-102,c2server.example.com
2025-08-18 05:24:16,PC-101,data-upload.example.org
2025-08-18 05:24:18,PC-101,badhost.example.net
2025-08-18 05:24:21,PC-101,c2server.example.com
2025-08-18 05:24:24,PC-101,data-upload.example.org
2025-08-18 05:24:28,PC-102,c2server.example.com
2025-08-18 05:24:30,PC-101,badhost.example.net
2025-08-18 05:24:33,PC-101,badhost.example.net
2025-08-18 05:24:36,PC-101,badhost.example.net
2025-08-18 05:24:40,PC-101,data-upload.example.org
2025-08-18 05:24:43,PC-102,c2server.example.com
2025-08-18 05:24:46,PC-103,c2server.example.com
2025-08-18 05:24:48,PC-103,c2server.example.com
2025-08-18 05:24:51,PC-102,data-upload.example.org
2025-08-18 05:24:55,PC-102,data-upload.example.org
2025-08-18 05:24:58,PC-101,badhost.example.net
2025-08-18 05:25:00,PC-102,data-upload.example.org
2025-08-18 05:25:03,PC-101,badhost.example.net
2025-08-18 05:25:06,PC-103,data-upload.example.org
2025-08-18 05:25:09,PC-101,data-upload.example.org
2025-08-18 05:25:12,PC-103,data-upload.example.org
2025-08-18 05:25:16,PC-103,badhost.example.net
2025-08-18 05:25:19,PC-102,data-upload.example.org
2025-08-18 05:25:22,PC-103,badhost.example.net
2025-08-18 05:25:25,PC-102,badhost.example.net
2025-08-18 05:25:27,PC-103,badhost.example.net
2025-08-18 05:25:30,PC-103,data-upload.example.org
2025-08-18 05:25:33,PC-102,badhost.example.net
2025-08-18 05:25:37,PC-102,badhost.example.net
2025-08-18 05:25:39,PC-101,c2server.example.com
2025-08-18 05:25:43,PC-103,c2server.example.com
2025-08-18 05:25:46,PC-101,c2server.example.com
2025-08-18 05:25:49,PC-102,c2server.example.com
2025-08-18 05:25:51,PC-101,data-upload.example.org
2025-08-18 05:25:54,PC-101,data-upload.example.org
2025-08-18 05:25:58,PC-103,c2server.example.com
2025-08-18 05:26:01,PC-101,badhost.example.net
2025-08-18 05:26:04,PC-102,c2server.example.com
2025-08-18 05:26:06,PC-102,data-upload.example.org
2025-08-18 05:26:10,PC-102,badhost.example.net
2025-08-18 05:26:12,PC-103,c2server.example.com
2025-08-18 05:26:15,PC-102,badhost.example.net
2025-08-18 05:26:19,PC-103,c2server.example.com
2025-08-18 05:26:21,PC-101,data-upload.example.org
2025-08-18 05:26:25,PC-101,c2server.example.com
2025-08-18 05:26:27,PC-102,data-upload.example.org
2025-08-18 05:26:31,PC-102,badhost.example.net
2025-08-18 05:26:34,PC-101,c2server.example.com
2025-08-18 05:26:37,PC-101,c2server.example.com
2025-08-18 05:26:40,PC-101,badhost.example.net
2025-08-18 05:26:42,PC-102,data-upload.example.org
2025-08-18 05:26:46,PC-103,c2server.example.com
2025-08-18 05:26:48,PC-102,c2server.example.com
2025-08-18 05:26:52,PC-101,data-upload.example.org
2025-08-18 05:26:54,PC-102,data-upload.example.org
2025-08-18 05:26:58,PC-102,c2server.example.com
2025-08-18 05:27:00,PC-101,c2server.example.com
2025-08-18 05:27:04,PC-103,badhost.example.net
2025-08-18 05:27:06,PC-102,data-upload.example.org
2025-08-18 05:27:10,PC-102,c2server.example.com
2025-08-18 05:27:12,PC-101,c2server.example.com
2025-08-18 05:27:16,PC-101,badhost.example.net
2025-08-18 05:27:18,PC-101,c2server.example.com
2025-08-18 05:27:22,PC-103,data-upload.example.org
2025-08-18 05:27:25,PC-101,c2server.example.com
2025-08-18 05:27:28,PC-102,c2server.example.com
2025-08-18 05:27:30,PC-103,c2server.example.com
2025-08-18 05:27:33,PC-102,c2server.example.com
2025-08-18 05:27:37,PC-103,c2server.example.com
2025-08-18 05:27:39,PC-103,badhost.example.net
2025-08-18 05:27:43,PC-102,c2server.example.com
2025-08-18 05:27:46,PC-103,data-upload.example.org
2025-08-18 05:27:48,PC-101,data-upload.example.org
2025-08-18 05:27:52,PC-101,data-upload.example.org
2025-08-18 05:27:54,PC-103,data-upload.example.org
2025-08-18 05:27:57,PC-102,c2server.example.com
2025-08-18 05:28:00,PC-103,data-upload.example.org
2025-08-18 05:28:03,PC-101,badhost.example.net
2025-08-18 05:28:07,PC-101,c2server.example.com
2025-08-18 05:28:09,PC-101,c2server.example.com
2025-08-18 05:28:13,PC-102,c2server.example.com
2025-08-18 05:28:15,PC-101,data-upload.example.org
2025-08-18 05:28:18,PC-103,badhost.example.net
2025-08-18 05:28:21,PC-102,data-upload.example.org
2025-08-18 05:28:25,PC-101,data-upload.example.org
2025-08-18 05:28:28,PC-103,data-upload.example.org
2025-08-18 05:28:30,PC-102,data-upload.example.org
2025-08-18 05:28:33,PC-101,badhost.example.net
2025-08-18 05:28:36,PC-101,badhost.example.net
2025-08-18 05:28:39,PC-101,badhost.example.net
2025-08-18 05:28:43,PC-102,c2server.example.com
2025-08-18 05:28:45,PC-101,c2server.example.com
2025-08-18 05:28:49,PC-102,badhost.example.net
2025-08-18 05:28:52,PC-102,badhost.example.net
2025-08-18 05:28:55,PC-103,data-upload.example.org
2025-08-18 05:28:57,PC-102,c2server.example.com
2025-08-18 05:29:01,PC-102,c2server.example.com
2025-08-18 05:29:03,PC-101,badhost.example.net
2025-08-18 05:29:06,PC-101,data-upload.example.org
2025-08-18 05:29:10,PC-103,badhost.example.net
2025-08-18 05:29:12,PC-102,data-upload.example.org
2025-08-18 05:29:15,PC-101,badhost.example.net
2025-08-18 05:29:18,PC-103,data-upload.example.org
2025-08-18 05:29:21,PC-103,badhost.example.net
2025-08-18 05:29:25,PC-101,badhost.example.net
2025-08-18 05:29:27,PC-101,data-upload.example.org
2025-08-18 05:29:30,PC-101,data-upload.example.org
2025-08-18 05:29:33,PC-102,c2server.example.com
2025-08-18 05:29:36,PC-103,c2server.example.com
2025-08-18 05:29:39,PC-102,badhost.example.net
2025-08-18 05:29:43,PC-102,badhost.example.net
2025-08-18 05:29:45,PC-103,c2server.example.com
2025-08-18 05:29:48,PC-102,badhost.example.net
2025-08-18 05:29:51,PC-102,badhost.example.net
2025-08-18 05:29:55,PC-101,c2server.example.com
2025-08-18 05:29:58,PC-103,c2server.example.com
2025-08-18 05:30:00,PC-103,badhost.example.net
2025-08-18 05:30:04,PC-101,c2server.example.com
2025-08-18 05:30:06,PC-103,badhost.example.net
2025-08-18 05:30:10,PC-103,badhost.example.net
2025-08-18 05:30:12,PC-102,data-upload.example.org
2025-08-18 05:30:15,PC-102,c2server.example.com
2025-08-18 05:30:19,PC-103,data-upload.example.org
2025-08-18 05:30:22,PC-101,badhost.example.net
2025-08-18 05:30:24,PC-101,data-upload.example.org
2025-08-18 05:30:28,PC-102,badhost.example.net
2025-08-18 05:30:30,PC-102,c2server.example.com
2025-08-18 05:30:33,PC-103,badhost.example.net
2025-08-18 05:30:37,PC-103,badhost.example.net
2025-08-18 05:30:39,PC-102,data-upload.example.org
2025-08-18 05:30:43,PC-102,badhost.example.net
2025-08-18 05:30:46,PC-101,c2server.example.com
2025-08-18 05:30:49,PC-102,badhost.example.net
2025-08-18 05:30:52,PC-103,c2server.example.com
2025-08-18 05:30:55,PC-103,badhost.example.net
2025-08-18 05:30:57,PC-101,c2server.example.com
2025-08-18 05:31:01,PC-101,badhost.example.net
2025-08-18 05:31:04,PC-102,data-upload.example.org
2025-08-18 05:31:06,PC-101,data-upload.example.org
2025-08-18 05:31:10,PC-103,badhost.example.net
2025-08-18 05:31:12,PC-103,badhost.example.net
2025-08-18 05:31:15,PC-102,data-upload.example.org
2025-08-18 05:31:19,PC-101,data-upload.example.org
2025-08-18 05:31:22,PC-102,c2server.example.com
2025-08-18 05:31:25,PC-103,data-upload.example.org
2025-08-18 05:31:28,PC-102,badhost.example.net
2025-08-18 05:31:31,PC-102,badhost.example.net
2025-08-18 05:31:33,PC-102,data-upload.example.org
2025-08-18 05:31:36,PC-102,badhost.example.net
2025-08-18 05:31:40,PC-103,c2server.example.com
2025-08-18 05:31:43,PC-102,data-upload.example.org
2025-08-18 05:31:45,PC-102,c2server.example.com
2025-08-18 05:31:48,PC-101,badhost.example.net
2025-08-18 05:31:51,PC-102,c2server.example.com
2025-08-18 05:31:55,PC-102,badhost.example.net
2025-08-18 05:31:58,PC-101,data-upload.example.org
2025-08-18 05:32:01,PC-103,badhost.example.net
2025-08-18 05:32:03,PC-102,badhost.example.net
2025-08-18 05:32:06,PC-101,badhost.example.net
2025-08-18 05:32:09,PC-103,badhost.example.net
2025-08-18 05:32:12,PC-102,data-upload.example.org
2025-08-18 05:32:16,PC-103,c2server.example.com
