Timestamp,PC,Event
2025-08-18 04:09:57,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:09:58,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:10:00,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:03,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:10:05,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:10:06,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:10:09,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:10,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:12,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:14,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:17,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:10:19,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:10:20,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:10:23,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:24,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:26,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:10:29,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:31,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:10:32,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:10:34,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:10:37,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:10:39,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:41,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:10:42,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:44,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:47,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:10:48,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:10:51,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:10:53,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:54,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:10:57,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:10:59,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:11:00,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:03,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:11:05,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:11:07,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:09,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:11:10,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:11:12,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:11:14,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:11:17,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:11:19,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:11:21,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:22,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:24,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:11:27,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:11:28,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:30,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:11:32,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:35,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:11:37,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:11:39,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:11:40,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:42,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:44,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:46,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:11:49,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:50,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:11:53,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:54,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:11:57,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:11:59,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:01,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:12:03,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:12:04,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:06,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:12:09,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:12:10,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:13,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:15,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:12:17,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:12:18,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:12:21,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:23,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:12:24,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:12:27,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:12:28,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:31,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:32,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:12:35,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:12:36,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:39,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:12:41,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:12:42,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:44,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:47,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:48,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:50,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:12:53,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:12:54,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:12:56,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:12:59,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:13:01,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:13:03,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:13:05,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:13:06,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:13:08,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:13:11,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:13:13,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:13:14,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:13:16,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:13:19,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:13:21,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:13:22,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:13:24,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:13:26,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:13:29,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:13:30,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:13:32,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:13:35,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:13:36,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:13:38,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:13:41,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:13:42,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:13:45,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:13:47,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:13:49,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:13:50,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:13:52,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:13:54,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:13:57,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:13:58,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:00,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:03,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:14:05,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:14:07,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:09,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:14:11,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:13,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:15,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:14:16,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:14:19,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:20,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:22,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:14:25,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:14:27,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:29,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:14:31,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:33,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:14:34,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:37,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:14:38,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:14:41,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:43,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:14:44,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:46,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:14:49,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:14:50,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:14:53,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:14:54,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:14:56,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:14:59,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:15:01,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:03,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:15:05,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:15:06,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:15:08,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:10,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:15:13,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:15:15,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:15:17,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:18,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:21,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:15:23,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:15:24,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:15:27,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:28,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:31,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:15:32,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:34,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:36,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:15:38,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:15:41,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:42,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:15:45,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:46,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:49,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:51,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:53,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:55,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:15:56,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:15:58,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:01,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:02,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:05,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:16:06,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:08,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:10,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:12,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:15,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:16,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:19,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:21,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:16:23,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:25,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:27,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:16:28,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:30,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:33,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:35,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:16:36,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:39,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:41,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:43,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:44,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:47,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:49,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:51,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:16:53,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:16:55,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:57,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:16:58,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:01,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:17:03,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:17:04,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:17:06,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:17:09,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:17:11,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:12,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:17:15,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:17:16,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:17:19,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:21,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:22,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:17:24,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:17:26,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:28,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:30,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:32,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:34,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:17:37,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:17:39,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:17:40,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:17:43,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:44,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:17:46,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:48,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:50,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:17:53,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:17:54,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:17:56,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:17:58,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:18:01,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:18:03,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:18:04,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:18:07,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:18:09,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:18:10,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:18:13,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:18:14,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:18:17,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:18:19,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:18:20,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:18:22,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:18:25,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:18:26,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:18:28,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:18:31,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:18:33,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:18:35,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:18:37,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:18:39,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:18:40,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:18:43,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:18:44,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:18:46,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:18:49,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:18:51,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:18:52,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:18:55,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:18:57,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:18:58,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:00,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:03,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:19:04,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:06,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:09,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:11,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:19:12,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:14,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:17,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:19:19,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:19:20,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:19:22,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:24,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:19:27,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:29,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:19:31,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:33,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:19:35,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:19:36,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:19:38,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:41,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:19:43,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:19:45,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:19:47,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:19:49,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:51,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:19:52,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:19:55,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:19:57,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:19:59,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:20:01,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:20:03,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:20:04,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:07,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:08,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:11,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:20:12,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:20:15,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:20:17,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:18,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:20,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:22,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:25,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:27,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:20:29,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:20:30,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:32,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:34,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:20:36,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:39,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:20:40,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:20:43,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:20:44,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:20:47,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:20:48,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:20:51,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:20:53,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:55,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:20:57,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:20:59,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:21:01,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:21:02,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:21:05,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:21:07,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:21:09,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:21:11,PC-102,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:21:13,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:21:15,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:21:16,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:21:19,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:21:21,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:21:22,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:21:24,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:21:27,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:21:29,PC-101,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:21:30,PC-101,ProcessStart SuspiciousProcess.exe
2025-08-18 04:21:33,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:21:35,PC-103,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:21:37,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:21:39,PC-102,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:21:41,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:21:43,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:21:44,PC-101,MalwareDetected Trojan:Win32/Agent
2025-08-18 04:21:47,PC-103,ProcessStart SuspiciousProcess.exe
2025-08-18 04:21:48,PC-103,ProcessStart Powershell.exe -EncodedCommand ...
2025-08-18 04:21:51,PC-102,ProcessStart SuspiciousProcess.exe
2025-08-18 04:21:53,PC-101,ProcessStart SuspiciousProcess.exe
